OBJECTID,COMPLEX_NAME,ORGANIZATION_NAME,UNIT_NAME,UNIT_TYPE,INTEREST_TYPE1,INTEREST_TYPE2,ACRES,SHAPE.AREA,SHAPE.LEN
4910,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,1791.00215091,0.0008833904212271619,0.21711927674011305
4910,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,1791.00215091,0.0008833904212271619,0.21711927674011305
4911,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,337.71704449,0.00016003396009813998,0.0571859582534902
4911,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,337.71704449,0.00016003396009813998,0.0571859582534902
4912,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,85.68567044,4.0605297500089e-05,0.0287421261957058
4912,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,85.68567044,4.0605297500089e-05,0.0287421261957058
4913,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,249.37667745,0.000118160154055121,0.0433819413276054
4913,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,249.37667745,0.000118160154055121,0.0433819413276054
4914,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,76.76936812,3.63773018060565e-05,0.0279534931008411
4914,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,76.76936812,3.63773018060565e-05,0.0279534931008411
4915,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,4.88935159,2.316545128575e-06,0.0158109216744478
4915,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,4.88935159,2.316545128575e-06,0.0158109216744478
4916,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,2.07024004,9.8088874937e-07,0.0153589397811698
4916,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,2.07024004,9.8088874937e-07,0.0153589397811698
4917,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,152.51087018,7.226042901968e-05,0.0342879643466488
4917,LONG LAKE WMD,APPERT LAKE NATIONAL WILDLIFE REFUGE,Appert Lake National Wildlife Refuge,NWR,Easement, ,152.51087018,7.226042901968e-05,0.0342879643466488
4918,KULM WMD,BONE HILL NATIONAL WILDLIFE REFUGE,Bone Hill National Wildlife Refuge,NWR,Easement, ,320.36817808,0.000152088674561262,0.0563724841537283
4918,KULM WMD,BONE HILL NATIONAL WILDLIFE REFUGE,Bone Hill National Wildlife Refuge,NWR,Easement, ,320.36817808,0.000152088674561262,0.0563724841537283
4919,KULM WMD,BONE HILL NATIONAL WILDLIFE REFUGE,Bone Hill National Wildlife Refuge,NWR,Easement, ,158.85673447,7.5404280797332e-05,0.0353405227728561
4919,KULM WMD,BONE HILL NATIONAL WILDLIFE REFUGE,Bone Hill National Wildlife Refuge,NWR,Easement, ,158.85673447,7.5404280797332e-05,0.0353405227728561
4920,KULM WMD,BONE HILL NATIONAL WILDLIFE REFUGE,Bone Hill National Wildlife Refuge,NWR,Easement, ,158.87565194,7.5413254122492e-05,0.0353633999900521
4920,KULM WMD,BONE HILL NATIONAL WILDLIFE REFUGE,Bone Hill National Wildlife Refuge,NWR,Easement, ,158.87565194,7.5413254122492e-05,0.0353633999900521
4921,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,82.84803766,4.0408946815805e-05,0.0347291548890469
4921,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,82.84803766,4.0408946815805e-05,0.0347291548890469
4922,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,39.51366489,1.9274561628727495e-05,0.0176742903464514
4922,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,39.51366489,1.9274561628727495e-05,0.0176742903464514
4923,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,485.95023601,0.00023700795605138505,0.0924177234270247
4923,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,485.95023601,0.00023700795605138505,0.0924177234270247
4924,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,222.78055168,0.000108678956237353,0.042881820589452
4924,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,222.78055168,0.000108678956237353,0.042881820589452
4925,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,32.18727338,1.57018092190565e-05,0.0168065377695895
4925,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,32.18727338,1.57018092190565e-05,0.0168065377695895
4926,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,143.30934403,6.9918831533025e-05,0.0528554497827253
4926,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,143.30934403,6.9918831533025e-05,0.0528554497827253
4927,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,29.34192159,1.4315771101708999e-05,0.0155309557070153
4927,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,29.34192159,1.4315771101708999e-05,0.0155309557070153
4928,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,512.74755722,0.00025014078114573196,0.12769596524790802
4928,SOURIS RIVER BASIN COMPLEX,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,Buffalo Lake National Wildlife Refuge,NWR,Easement, ,512.74755722,0.00025014078114573196,0.12769596524790802
4929,LONG LAKE WMD,CANFIELD LAKE NATIONAL WILDLIFE REFUGE,Canfield Lake National Wildlife Refuge,NWR,Easement, ,206.97340516,9.941005788924101e-05,0.041939335257619
4929,LONG LAKE WMD,CANFIELD LAKE NATIONAL WILDLIFE REFUGE,Canfield Lake National Wildlife Refuge,NWR,Easement, ,206.97340516,9.941005788924101e-05,0.041939335257619
4930,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,250.78152726,0.000122010036863148,0.067714407253805
4930,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,250.78152726,0.000122010036863148,0.067714407253805
4931,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,79.12971023,3.848924963002101e-05,0.0285954420528223
4931,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,79.12971023,3.848924963002101e-05,0.0285954420528223
4932,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,157.88929091,7.680637352931899e-05,0.0464572385866708
4932,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,157.88929091,7.680637352931899e-05,0.0464572385866708
4933,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,117.7097313,5.7265640561354e-05,0.0356731654525837
4933,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,117.7097313,5.7265640561354e-05,0.0356731654525837
4934,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,157.04409230000005,7.6412331251588e-05,0.035634053113253
4934,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,157.04409230000005,7.6412331251588e-05,0.035634053113253
4935,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,40.14944443,1.95333399774e-05,0.0180221621795846
4935,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,40.14944443,1.95333399774e-05,0.0180221621795846
4936,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,222.94212038,0.000108478051249025,0.0517471360374644
4936,SOURIS RIVER BASIN COMPLEX,COTTONWOOD LAKE NATIONAL WILDLIFE REFUGE,Cottonwood Lake National Wildlife Refuge,NWR,Easement, ,222.94212038,0.000108478051249025,0.0517471360374644
4937,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,0.64803168,3.2118224039850004e-07,0.0109667982187666
4937,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,0.64803168,3.2118224039850004e-07,0.0109667982187666
4938,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,537.78999295,0.00026642856837781604,0.121234487669338
4938,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,537.78999295,0.00026642856837781604,0.121234487669338
4939,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,1.02101397,5.05625227403e-07,0.0166951538092366
4939,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,1.02101397,5.05625227403e-07,0.0166951538092366
4940,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,1440.69679186,0.0007128199138473991,0.265487612298462
4940,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,1440.69679186,0.0007128199138473991,0.265487612298462
4941,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,68.28864514,3.39578972025455e-05,0.0449788766568511
4941,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,68.28864514,3.39578972025455e-05,0.0449788766568511
4942,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,0.69003133,3.431171387375e-07,0.005269212760815271
4942,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,0.69003133,3.431171387375e-07,0.005269212760815271
4943,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,2239.5537277,0.00111172291939515,0.5597552532491961
4943,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,2239.5537277,0.00111172291939515,0.5597552532491961
4944,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,569.57783343,0.000281368534476381,0.0918386475491826
4944,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,569.57783343,0.000281368534476381,0.0918386475491826
4945,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,364.42428212,0.00017983898517399098,0.0734709335640134
4945,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Easement, ,364.42428212,0.00017983898517399098,0.0734709335640134
4946,LONG LAKE WMD,FLORENCE LAKE NATIONAL WILDLIFE REFUGE,Florence Lake National Wildlife Refuge,NWR,Easement, ,330.31288793,0.000158960737452938,0.0510728565503315
4946,LONG LAKE WMD,FLORENCE LAKE NATIONAL WILDLIFE REFUGE,Florence Lake National Wildlife Refuge,NWR,Easement, ,330.31288793,0.000158960737452938,0.0510728565503315
4947,LONG LAKE WMD,FLORENCE LAKE NATIONAL WILDLIFE REFUGE,Florence Lake National Wildlife Refuge,NWR,Easement, ,99.97763589,4.81117910904055e-05,0.0450174947807763
4947,LONG LAKE WMD,FLORENCE LAKE NATIONAL WILDLIFE REFUGE,Florence Lake National Wildlife Refuge,NWR,Easement, ,99.97763589,4.81117910904055e-05,0.0450174947807763
4948,CHASE LAKE WMD,HALF-WAY LAKE NATIONAL WILDLIFE REFUGE,Half-Way Lake National Wildlife Refuge,NWR,Easement, ,158.36174709,7.557423315905202e-05,0.0353761968098494
4948,CHASE LAKE WMD,HALF-WAY LAKE NATIONAL WILDLIFE REFUGE,Half-Way Lake National Wildlife Refuge,NWR,Easement, ,158.36174709,7.557423315905202e-05,0.0353761968098494
4949,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,201.79197445,9.6410721997359e-05,0.0491766978813594
4949,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,201.79197445,9.6410721997359e-05,0.0491766978813594
4950,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,262.71397495,0.000125543276222022,0.0454328704082363
4950,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,262.71397495,0.000125543276222022,0.0454328704082363
4951,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,700.46928803,0.000334763945592471,0.116446903444261
4951,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,700.46928803,0.000334763945592471,0.116446903444261
4952,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,18.10939211,8.653094292210001e-06,0.02028144405931
4952,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,18.10939211,8.653094292210001e-06,0.02028144405931
4953,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,69.649731,3.3274723310551e-05,0.0335239828940053
4953,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,69.649731,3.3274723310551e-05,0.0335239828940053
4954,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,183.29208228,8.7567562814102e-05,0.0445817055499766
4954,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,183.29208228,8.7567562814102e-05,0.0445817055499766
4955,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,137.63849021,6.57507939149615e-05,0.0548039601153255
4955,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,137.63849021,6.57507939149615e-05,0.0548039601153255
4956,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,160.00466591,7.6433982600749e-05,0.0356601569388616
4956,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,160.00466591,7.6433982600749e-05,0.0356601569388616
4957,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,26.48253364,1.2653021049059e-05,0.0437611371972587
4957,ARROWWOOD COMPLEX,HOBART LAKE NATIONAL WILDLIFE REFUGE,Hobart Lake National Wildlife Refuge,NWR,Easement, ,26.48253364,1.2653021049059e-05,0.0437611371972587
4958,LONG LAKE WMD,HUTCHINSON LAKE NATIONAL WILDLIFE REFUGE,Hutchinson Lake National Wildlife Refuge,NWR,Easement, ,307.20912161,0.00014751326650514396,0.0727833612410835
4958,LONG LAKE WMD,HUTCHINSON LAKE NATIONAL WILDLIFE REFUGE,Hutchinson Lake National Wildlife Refuge,NWR,Easement, ,307.20912161,0.00014751326650514396,0.0727833612410835
4959,LONG LAKE WMD,HUTCHINSON LAKE NATIONAL WILDLIFE REFUGE,Hutchinson Lake National Wildlife Refuge,NWR,Easement, ,153.91701637,7.3915317823876e-05,0.0457350968084247
4959,LONG LAKE WMD,HUTCHINSON LAKE NATIONAL WILDLIFE REFUGE,Hutchinson Lake National Wildlife Refuge,NWR,Easement, ,153.91701637,7.3915317823876e-05,0.0457350968084247
4960,LONG LAKE WMD,HUTCHINSON LAKE NATIONAL WILDLIFE REFUGE,Hutchinson Lake National Wildlife Refuge,NWR,Easement, ,15.68938195,7.533294104955e-06,0.0231839733769221
4960,LONG LAKE WMD,HUTCHINSON LAKE NATIONAL WILDLIFE REFUGE,Hutchinson Lake National Wildlife Refuge,NWR,Easement, ,15.68938195,7.533294104955e-06,0.0231839733769221
4961,DEVILS LAKE WMD,KELLYS SLOUGH NATIONAL WILDLIFE REFUGE,Kellys Slough National Wildlife Refuge,NWR,Easement, ,0.57427255,2.8004290735549996e-07,0.0106994893366672
4961,DEVILS LAKE WMD,KELLYS SLOUGH NATIONAL WILDLIFE REFUGE,Kellys Slough National Wildlife Refuge,NWR,Easement, ,0.57427255,2.8004290735549996e-07,0.0106994893366672
4962,DEVILS LAKE WMD,LAKE ALICE NATIONAL WILDLIFE REFUGE,Lake Alice National Wildlife Refuge,NWR,Easement, ,162.81808225,7.999475990863448e-05,0.0364593306322826
4962,DEVILS LAKE WMD,LAKE ALICE NATIONAL WILDLIFE REFUGE,Lake Alice National Wildlife Refuge,NWR,Easement, ,162.81808225,7.999475990863448e-05,0.0364593306322826
4963,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Easement, ,404.64832641,0.000195912413514755,0.0560054634525039
4963,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Easement, ,404.64832641,0.000195912413514755,0.0560054634525039
4964,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Easement, ,69.25007597,3.3526087783482e-05,0.0340970890415466
4964,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Easement, ,69.25007597,3.3526087783482e-05,0.0340970890415466
4965,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Easement, ,161.98877641,7.84140498889285e-05,0.0514238867123911
4965,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Easement, ,161.98877641,7.84140498889285e-05,0.0514238867123911
4966,AUDUBON COMPLEX,LAKE OTIS NATIONAL WILDLIFE REFUGE,Lake Otis National Wildlife Refuge,NWR,Easement,17B,320.61598225,0.000155808297052372,0.0504982273422799
4966,AUDUBON COMPLEX,LAKE OTIS NATIONAL WILDLIFE REFUGE,Lake Otis National Wildlife Refuge,NWR,Easement,17B,320.61598225,0.000155808297052372,0.0504982273422799
4967,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,75.31444675,3.7148536375867e-05,0.0249341625266916
4967,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,75.31444675,3.7148536375867e-05,0.0249341625266916
4968,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,74.24882417,3.66170699838815e-05,0.0306241735330693
4968,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,74.24882417,3.66170699838815e-05,0.0306241735330693
4969,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,151.73711987,7.482825710009399e-05,0.0466863480971034
4969,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,151.73711987,7.482825710009399e-05,0.0466863480971034
4970,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,39.97255272,1.9712818370515e-05,0.0181338410275672
4970,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,39.97255272,1.9712818370515e-05,0.0181338410275672
4971,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,2.98217153,1.4703894121105e-06,0.0145920797585308
4971,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,2.98217153,1.4703894121105e-06,0.0145920797585308
4972,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,156.99820321,7.74055716431305e-05,0.0390602808767165
4972,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,156.99820321,7.74055716431305e-05,0.0390602808767165
4973,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,158.2158503,7.7990355063267e-05,0.035976665934901
4973,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Easement, ,158.2158503,7.7990355063267e-05,0.035976665934901
4974,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement, ,4813.510567,0.0022928107450510197,0.263107381325688
4974,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement, ,4813.510567,0.0022928107450510197,0.263107381325688
4975,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement, ,640.48011416,0.000305016800792075,0.0711225939931028
4975,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement, ,640.48011416,0.000305016800792075,0.0711225939931028
4976,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement, ,3048.50427379,0.0014512552193847099,0.28845027690269603
4976,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement, ,3048.50427379,0.0014512552193847099,0.28845027690269603
4977,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement,17B,644.48015273,0.00030668054476426,0.0721380151737615
4977,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Easement,17B,644.48015273,0.00030668054476426,0.0721380151737615
4978,AUDUBON COMPLEX,LOST LAKE NATIONAL WILDLIFE REFUGE,Lost Lake National Wildlife Refuge,NWR,Easement,XL,615.17483561,0.00029581187510903704,0.0767463430547812
4978,AUDUBON COMPLEX,LOST LAKE NATIONAL WILDLIFE REFUGE,Lost Lake National Wildlife Refuge,NWR,Easement,XL,615.17483561,0.00029581187510903704,0.0767463430547812
4979,AUDUBON COMPLEX,LOST LAKE NATIONAL WILDLIFE REFUGE,Lost Lake National Wildlife Refuge,NWR,Easement, ,160.04110004,7.6973779878448e-05,0.0357554686071349
4979,AUDUBON COMPLEX,LOST LAKE NATIONAL WILDLIFE REFUGE,Lost Lake National Wildlife Refuge,NWR,Easement, ,160.04110004,7.6973779878448e-05,0.0357554686071349
